name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people,row_number
Udupi Ruchi,true,false,3.8,240,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,116
Basmati Restaurant,true,false,3.8,419,+91 8747911118,Bellandur,Casual Dining,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani","Biryani, Andhra, North Indian, Chinese",900,117
Empire Restaurant,true,false,3.8,2084,080 49652837,Bellandur,Casual Dining,"Chicken Masala, Butter Naan, Shaadi Ki Biryani, Chicken Shawarama, Mutton Curry, Chicken Grill, Chicken Satay","North Indian, Mughlai, South Indian, Chinese",750,118
Manchow,true,true,3.8,157,080 49652861,Bellandur,Casual Dining,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Chicken Dim Sum","Chinese, Asian, Momos",600,119
Health Zingo,false,false,3.8,368,080 40926309,Bellandur,Casual Dining,"Sattu Paratha, Pasta, Idli, Salads, Thali, Khichda, Masala Dosa","North Indian, Salad, Healthy Food",600,120
Cafe Olive,false,false,3.8,114,+91 9008989126,Bellandur,Cafe,"Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries","Cafe, European, Beverages, Italian",550,121
Parathabox,false,false,3.8,63,080 21231231,Bellandur,Delivery,"Cheesy Corn, Paneer Cheese","Fast Food, North Indian",150,122
Empire Restaurant,true,false,3.8,2084,080 49652837,Bellandur,Casual Dining,"Chicken Masala, Butter Naan, Shaadi Ki Biryani, Chicken Shawarama, Mutton Curry, Chicken Grill, Chicken Satay","North Indian, Mughlai, South Indian, Chinese",750,123
Health Zingo,false,false,3.8,368,080 40926309,Bellandur,Casual Dining,"Sattu Paratha, Pasta, Idli, Salads, Thali, Khichda, Masala Dosa","North Indian, Salad, Healthy Food",600,124
Basmati Restaurant,true,false,3.8,419,+91 8747911118,Bellandur,Casual Dining,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani","Biryani, Andhra, North Indian, Chinese",900,125
Manchow,true,true,3.8,157,080 49652861,Bellandur,Casual Dining,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Chicken Dim Sum","Chinese, Asian, Momos",600,126
Cafe Olive,false,false,3.8,114,+91 9008989126,Bellandur,Cafe,"Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries","Cafe, European, Beverages, Italian",550,127
W XYZ Bar - Aloft Bengaluru Cessna Business Park,false,false,3.8,46,+91 8045101033,Bellandur,"Lounge, Casual Dining",Cocktails,"Finger Food, North Indian","2,000",128
Udupi Ruchi,true,false,3.8,240,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,129
W XYZ Bar - Aloft Bengaluru Cessna Business Park,false,false,3.8,46,+91 8045101033,Bellandur,"Lounge, Casual Dining",Cocktails,"Finger Food, North Indian","2,000",130
Udupi Ruchi,true,false,3.8,241,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,131
Manchow,true,true,3.8,157,080 49652861,Bellandur,Casual Dining,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Chicken Dim Sum","Chinese, Asian, Momos",600,132
Udupi Ruchi,true,false,3.8,244,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,133
Fusion Tadka,true,false,3.8,35,+91 9509503179,Bellandur,Delivery,"Gulab Jamun, Lassi, Manchurian Roll","North Indian, Chinese, Rajasthani",450,134
Basmati Restaurant,true,false,3.8,430,+91 8747911118,Bellandur,Casual Dining,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani, Mutton Keema","Biryani, Andhra, North Indian, Chinese",900,135
Manchow,true,true,3.8,165,080 49652861,Bellandur,Casual Dining,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Basil Rice, Chicken Dim Sum","Chinese, Asian, Momos",600,136
Parathabox,false,false,3.8,63,080 21231231,Bellandur,Delivery,"Cheesy Corn, Paneer Cheese","Fast Food, North Indian",150,137
Health Zingo,false,false,3.8,373,080 40926309,Bellandur,Casual Dining,"Sattu Paratha, Pasta, Idli, Salads, Thali, Khichda, Masala Dosa","North Indian, Salad, Healthy Food",600,138
Health Zingo,false,false,3.8,373,080 40926309,Bellandur,Casual Dining,"Sattu Paratha, Pasta, Idli, Salads, Thali, Khichda, Masala Dosa","North Indian, Salad, Healthy Food",600,139
Basmati Restaurant,true,false,3.8,430,+91 8747911118,Bellandur,Casual Dining,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani, Mutton Keema","Biryani, Andhra, North Indian, Chinese",900,140
Manchow,true,true,3.8,165,080 49652861,Bellandur,Casual Dining,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Basil Rice, Chicken Dim Sum","Chinese, Asian, Momos",600,141
Udupi Ruchi,true,false,3.8,244,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,142
Smoor,true,false,3.7,44,+91 8553215690,Bellandur,Dessert Parlor,"Cheesecake, Red Velvet, Chocolate Cake","Desserts, Beverages",900,143
Fusion Tadka,true,false,3.7,34,+91 9509503179,Bellandur,Delivery,"Gulab Jamun, Lassi, Manchurian Roll","North Indian, Chinese",450,144
Chicken Man,true,false,3.7,48,+91 7348940008,Bellandur,Kiosk,"Burgers, Wings","Roast Chicken, Burger",400,145
Unico,true,false,3.7,66,+91 9110425746,Bellandur,Casual Dining,"Orange Juice, Garlic Naan","North Indian, Biryani, Chinese",550,146
Smoor,true,false,3.7,44,+91 8553215690,Bellandur,Dessert Parlor,"Cheesecake, Red Velvet, Chocolate Cake","Desserts, Beverages",900,147
Unico,true,false,3.7,66,+91 9110425746,Bellandur,Casual Dining,"Orange Juice, Garlic Naan","North Indian, Biryani, Chinese",550,148
Chicken Man,true,false,3.7,48,+91 7348940008,Bellandur,Kiosk,"Burgers, Wings","Roast Chicken, Burger",400,149
Fusion Tadka,true,false,3.7,34,+91 9509503179,Bellandur,Delivery,"Gulab Jamun, Lassi, Manchurian Roll","North Indian, Chinese, Rajasthani",450,150
Smoor,true,false,3.7,47,+91 8553215690,Bellandur,Dessert Parlor,"Cheesecake, Red Velvet, Chocolate Cake","Desserts, Beverages",900,151
Empire Restaurant,true,false,3.7,2192,080 40414141,Bellandur,Casual Dining,"Chicken Masala, Shaadi Ki Biryani, Chicken Shawarama, Butter Naan, Chicken Grill, Chicken Satay, Mutton Curry","North Indian, Mughlai, South Indian, Chinese",750,152
Chicken Man,true,false,3.7,48,+91 7348940008,Bellandur,Kiosk,"Burgers, Wings","Roast Chicken, Burger",400,153
Unico,true,false,3.7,66,+91 9110425746,Bellandur,Casual Dining,"Orange Juice, Garlic Naan","North Indian, Biryani, Chinese",550,154
Smoor,true,false,3.7,47,+91 8553215690,Bellandur,Dessert Parlor,"Cheesecake, Red Velvet, Chocolate Cake","Desserts, Beverages",900,155
Empire Restaurant,true,false,3.7,2192,080 40414141,Bellandur,Casual Dining,"Chicken Masala, Shaadi Ki Biryani, Chicken Shawarama, Butter Naan, Chicken Grill, Chicken Satay, Mutton Curry","North Indian, Mughlai, South Indian, Chinese",750,156
Unico,true,false,3.7,66,+91 9110425746,Bellandur,Casual Dining,"Orange Juice, Garlic Naan","North Indian, Biryani, Chinese",550,157
Chicken Man,true,false,3.7,48,+91 7348940008,Bellandur,Kiosk,"Burgers, Wings","Roast Chicken, Burger",400,158
Punjabi Nukkad Pure Veg,true,false,3.6,394,+91 8095371313,Bellandur,Quick Bites,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Buttermilk, Kheer","North Indian, Chinese, Juices",500,159
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,160
Punjabi Nukkad Pure Veg,true,false,3.5,378,+91 8095371313,Bellandur,Quick Bites,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Kheer, Buttermilk","North Indian, Chinese, Juices",500,161
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,162
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,163
Punjabi Nukkad Pure Veg,true,false,3.5,378,+91 8095371313,Bellandur,Quick Bites,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Kheer, Buttermilk","North Indian, Chinese, Juices",500,164
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,165
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,166
Chef's Gallery,false,false,3.5,95,+91 9972432211,Bellandur,Casual Dining,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer","Chinese, Italian, North Indian",700,167
Goli Vada Pav No. 1,true,false,3.4,86,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200,168
Goli Vada Pav No. 1,true,false,3.4,86,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200,169
Goli Vada Pav No. 1,true,false,3.3,84,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200,170
Goli Vada Pav No. 1,true,false,3.3,84,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200,171
Goli Vada Pav No. 1,true,false,3.3,84,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200,172
McDonald's,true,false,3.2,258,080 66000666,Bellandur,Quick Bites,"Burgers, Fries","Burger, Fast Food",500,173
Spice Garden by Dum Mast Biryani,false,false,3.2,59,080 41509073,Bellandur,Casual Dining,"Biryani, Paneer Pasanda","North Indian, South Indian, Biryani, Continental",550,174
Spice Garden by Dum Mast Biryani,false,false,3.2,59,080 41509073,Bellandur,Casual Dining,"Biryani, Paneer Pasanda","North Indian, South Indian, Biryani, Continental",550,175
McDonald's,true,false,3.2,258,080 66000666,Bellandur,Quick Bites,"Burgers, Fries","Burger, Fast Food",500,176
Spice Garden by Dum Mast Biryani,false,false,3.2,59,080 41509073,Bellandur,Casual Dining,"Biryani, Paneer Pasanda","North Indian, South Indian, Biryani, Continental",550,177
Spice Garden by Dum Mast Biryani,false,false,3.2,59,080 41509073,Bellandur,Casual Dining,"Biryani, Paneer Pasanda","North Indian, South Indian, Biryani, Continental",550,178
Cafe Coffee Day,true,false,3.1,48,080 32528016,Bellandur,Cafe,Hot Coffee,"Cafe, Fast Food",900,179
Cafe Coffee Day,true,false,3.1,48,080 32528016,Bellandur,Cafe,Hot Coffee,"Cafe, Fast Food",900,180
Yummy Tummy,true,false,3.0,111,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,181
Yummy Tummy,true,false,3.0,111,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,182
Yummy Tummy,true,false,3.0,111,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,183
Laddoos,true,false,2.9,163,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,184
Mumbai Xpress,true,false,2.9,89,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350,185
Laddoos,true,false,2.9,163,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,186
Laddoos,true,false,2.9,163,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,187
Mumbai Xpress,true,false,2.9,89,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350,188
Mumbai Xpress,true,false,2.9,89,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350,189
Yummy Tummy,true,false,2.9,114,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,190
Laddoos,true,false,2.9,166,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,191
Laddoos,true,false,2.9,166,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,192
Laddoos,true,false,2.9,166,080 42192763,Bellandur,"Quick Bites, Sweet Shop","Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai",250,193
Yummy Tummy,true,false,2.9,114,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,194
Ammi's Biryani,false,false,2.8,43,+91 9513777155,Bellandur,Quick Bites,"Chicken Biryani, Mutton Biryani","Biryani, North Indian",500,195
Spice Of Kolkata,false,false,2.8,116,+91 8884903123,Bellandur,Food Court,"Rolls, Biryani, Dum Aloo","Bengali, Rolls, Chinese",400,196
Ammi's Biryani,false,false,2.8,43,+91 9513777155,Bellandur,Quick Bites,"Chicken Biryani, Mutton Biryani","Biryani, North Indian",500,197
Spice Of Kolkata,false,false,2.8,116,+91 8884903123,Bellandur,Food Court,"Rolls, Biryani, Dum Aloo","Bengali, Rolls, Chinese",400,198
Mumbai Xpress,true,false,2.8,92,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350,199
Ammi's Biryani,false,false,2.8,43,+91 9513777155,Bellandur,Quick Bites,"Chicken Biryani, Mutton Biryani","Biryani, North Indian",500,200
Spice Of Kolkata,false,false,2.8,117,+91 8884903123,Bellandur,Food Court,"Rolls, Biryani, Dum Aloo","Bengali, Rolls, Chinese",400,201
Mumbai Xpress,true,false,2.8,92,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350,202
Ammi's Biryani,false,false,2.8,43,+91 9513777155,Bellandur,Quick Bites,"Chicken Biryani, Mutton Biryani","Biryani, North Indian",500,203
Spice Of Kolkata,false,false,2.8,117,+91 8884903123,Bellandur,Food Court,"Rolls, Biryani, Dum Aloo","Bengali, Rolls, Chinese",400,204
Punjabi Tadka,false,false,2.6,270,+91 9740815499,Bellandur,Casual Dining,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken","North Indian, Chinese",400,205
Punjabi Tadka,false,false,2.6,270,+91 9740815499,Bellandur,Casual Dining,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken","North Indian, Chinese",400,206
Mast Kalandar,false,false,2.1,337,080 40901100,Bellandur,Casual Dining,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",North Indian,450,207
Mast Kalandar,false,false,2.1,337,080 40901100,Bellandur,Casual Dining,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",North Indian,450,208
Mast Kalandar,false,false,2.1,338,080 40901100,Bellandur,Casual Dining,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",North Indian,450,209
Mast Kalandar,false,false,2.1,338,080 40901100,Bellandur,Casual Dining,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",North Indian,450,210
Tumbites,true,false,0.0,0,+91 7483912240,Bellandur,Quick Bites,"Dal Bati, Liti Chokha",North Indian,200,211
Parrattha Ssinghh,true,false,0.0,0,+91 7795948394,Bellandur,Quick Bites,Paratha,North Indian,250,212
Deli Chats & Sweets,true,false,0.0,0,+91 7795948394,Bellandur,Quick Bites,"Chaat, Tea, Sev Puri, Chai, Raj Kachori, Coffee, Pakoda","Street Food, Mithai",200,213
SR Andhra Spicy House,true,false,3.8,240,080 41641414,Bommanahalli,Casual Dining,Biryani,Andhra,800,1
SR Andhra Spicy House,true,false,3.8,240,080 41641414,Bommanahalli,Casual Dining,Biryani,Andhra,800,2
Ovenstory Pizza,true,false,3.8,122,+91 7738383000,Bommanahalli,Delivery,"Tandoori Paneer, Paneer Pizza",Pizza,750,3
Belgian Waffle Factory,true,false,4.9,1746,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,1
Belgian Waffle Factory,true,false,4.9,1746,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,2
Belgian Waffle Factory,true,false,4.9,1744,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,3
Belgian Waffle Factory,true,false,4.9,1744,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,4
Belgian Waffle Factory,true,false,4.9,1743,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,5
Belgian Waffle Factory,true,false,4.9,1735,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,6
Belgian Waffle Factory,true,false,4.9,1749,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,7
Belgian Waffle Factory,true,false,4.9,1749,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,8
Belgian Waffle Factory,true,false,4.9,1750,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,9
Belgian Waffle Factory,true,false,4.9,1750,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,10
Belgian Waffle Factory,true,false,4.9,1749,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,11
Belgian Waffle Factory,true,false,4.9,1749,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,12
The Permit Room,false,false,4.5,1573,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",13
The Permit Room,false,false,4.5,1573,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",14
The Permit Room,false,false,4.5,1576,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",15
The Permit Room,false,false,4.5,1576,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",16
The Permit Room,false,false,4.5,1576,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",17
XO Belgian Waffle,true,false,4.5,221,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,18
XO Belgian Waffle,true,false,4.5,221,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,19
The Permit Room,false,false,4.5,1597,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",20
Hae Kum Gang,false,true,4.5,1204,080 49652616,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese","1,100",21
The Permit Room,false,false,4.5,1598,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",22
XO Belgian Waffle,true,false,4.5,222,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,23
The Permit Room,false,false,4.5,1602,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",24
The Permit Room,false,false,4.5,1602,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",25
The Permit Room,false,false,4.5,1604,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",26
XO Belgian Waffle,true,false,4.5,222,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,27
XO Belgian Waffle,true,false,4.5,222,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,28
The Permit Room,false,false,4.5,1610,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",29
ShakesBierre,false,true,4.5,403,080 49653253,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",30
The Permit Room,false,false,4.5,1611,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",31
XO Belgian Waffle,true,false,4.4,215,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,32
XO Belgian Waffle,true,false,4.4,215,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,33
Hae Kum Gang,false,true,4.4,1187,080 49652616,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese","1,100",34
ShakesBierre,false,true,4.4,256,080 49653493,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian","1,500",35
Empire Restaurant,true,false,4.4,2090,080 49653305,Brigade Road,Casual Dining,"Brain Fry, Chicken Manchurian, Mutton Biryani, Butter Chicken, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750,36
ShakesBierre,false,true,4.4,256,080 49653493,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian","1,500",37
XO Belgian Waffle,true,false,4.4,216,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,38
XO Belgian Waffle,true,false,4.4,216,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,39
ShakesBierre,false,true,4.4,264,080 49653493,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Pizza, Mocktails, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian","1,500",40
Hae Kum Gang,false,true,4.4,1190,080 49652616,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese","1,100",41
ShakesBierre,false,true,4.4,264,080 49653493,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Pizza, Mocktails, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian","1,500",42
XO Belgian Waffle,true,false,4.4,216,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,43
Empire Restaurant,true,false,4.4,2131,080 40414141,Brigade Road,Casual Dining,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750,44
ShakesBierre,false,true,4.4,371,080 49653253,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",45
Hae Kum Gang,false,true,4.4,1210,080 49652616,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese","1,100",46
Empire Restaurant,true,false,4.4,2139,080 40414141,Brigade Road,Casual Dining,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750,47
ShakesBierre,false,true,4.4,371,080 49653253,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",48
